building_age,total_floor_count,floor_no,room_count,size,District,Neighboorhood,mortgage,value
31-35 arası,4,4,3+1,90,Kadıköy,Zühtüpaşa,60000,190000
40 ve üzeri,5,Giriş Katı,3+1,102,Üsküdar,Salacak,600000,600000
0,10-20 arası,14,3+1,140,Esenyurt,Piri Reis,125000,125000
36-40 arası,4,Bahçe katı,2+1,80,Şişli,Merkez,0,235000
6-10 arası,10-20 arası,7,4+1,180,Ümraniye,Saray,170000,510000
26-30 arası,4,1,3+1,120,Kadıköy,Erenköy,550000,690000
1,6,1,3+1,126,Sancaktepe,Abdurrahmangazi,0,640000
4,20 ve üzeri,Giriş Katı,3+1,130,Avcılar,Mustafa Kemal Paşa,0,115000
11-15 arası,4,Giriş Katı,3+1,135,Ataşehir,Fetih,0,265000
0,10-20 arası,Bahçe katı,3+1,110,Tuzla,Aydıntepe,0,205000
21-25 arası,10-20 arası,1,3+1,100,Kadıköy,Sahrayı Cedit,255000,320000
6-10 arası,10-20 arası,5,2+1,85,Küçükçekmece,Atakent,0,110000
1,20 ve üzeri,16,3+1,188,Gaziosmanpaşa,Karadeniz,0,330000
6-10 arası,10-20 arası,7,3+1,128,Maltepe,Başıbüyük,0,280000
26-30 arası,4,1,2+1,80,Bahçelievler,Bahçelievler,0,185000
26-30 arası,6,1,2+1,90,Maltepe,Küçükyalı,105000,120000
0,10-20 arası,12,3+1,150,Arnavutköy,Hadımköy,180000,225000
0,3,1,2+1,110,Bahçelievler,Yenibosna Merkez,0,200000
36-40 arası,4,4,3+1,82,Üsküdar,Selimiye,455000,455000
36-40 arası,4,1,3+1,105,Kadıköy,Bostancı,320000,400000
31-35 arası,5,3,3+1,125,Kadıköy,Göztepe,325000,325000
0,10-20 arası,7,2+1,100,Bağcılar,Güneşli,75000,140000
1,4,2,2+1,85,Kadıköy,Bostancı,0,235000
21-25 arası,10-20 arası,18,1+1,80,Başakşehir,Bahçeşehir 2. Kısım,95000,105000
31-35 arası,5,3,3+1,105,Bakırköy,Zuhuratbaba,255000,255000
16-20 arası,5,2,4+1,164,Sarıyer,Zekeriyaköy,0,365000
21-25 arası,5,3,3+1,100,Maltepe,Altıntepe,350000,440000
31-35 arası,3,1,2+1,90,Kadıköy,Feneryolu,0,205000
21-25 arası,5,Giriş Katı,3+1,180,Bahçelievler,Bahçelievler,0,325000
40 ve üzeri,6,Giriş Katı,3+1,120,Beşiktaş,Levazım,365000,460000
26-30 arası,4,2,3+1,105,Üsküdar,Bulgurlu,0,185000
3,7,1,3+1,110,Maltepe,Zümrütevler,0,490000
6-10 arası,10,8,4+1,145,Başakşehir,Bahçeşehir 1. Kısım,275000,345000
21-25 arası,5,2,3+1,110,Güngören,Abdurrahman Nafiz Gürman,0,485000
21-25 arası,5,4,4+1,144,Bakırköy,Ataköy 7-8-9-10. Kısım,0,530000
31-35 arası,6,1,3+1,120,Kadıköy,Caddebostan,0,315000
0,10,1,2+1,104,Pendik,Güllü Bağlar,335000,420000
31-35 arası,4,3,3+1,90,Kadıköy,Merdivenköy,490000,610000
21-25 arası,10-20 arası,5,3+1,120,Maltepe,Aydınevler,305000,380000
2,20 ve üzeri,17,3+1,111,Başakşehir,Kayabaşı,620000,775000
21-25 arası,7,5,3+1,130,Kadıköy,19 Mayıs,375000,800000
3,10-20 arası,Kot 3,3+1,150,Esenyurt,Zafer,0,210000
26-30 arası,4,1,3+1,120,Beşiktaş,Etiler,740000,740000
21-25 arası,10-20 arası,1,3+1,100,Kadıköy,Sahrayı Cedit,70000,185000
21-25 arası,5,1,3+1,160,Beşiktaş,Ulus,0,655000
21-25 arası,5,2,3+1,120,Üsküdar,Bulgurlu,285000,355000
31-35 arası,4,2,2+1,95,Sarıyer,İstinye,80000,325000
26-30 arası,8,4,3+1,100,Kadıköy,Feneryolu,405000,530000
31-35 arası,6,4,3+1,145,Şişli,Merkez,565000,565000
21-25 arası,4,2,4+1,160,Kadıköy,Acıbadem,390000,510000
0,10,5,2+1,95,Bağcılar,Kirazlı,0,470000
5,4,4,2+2,140,Maltepe,Fındıklı,15000,120000
21-25 arası,5,2,3+1,125,Kadıköy,Osmanağa,135000,650000
40 ve üzeri,6,Giriş Katı,3+1,120,Beşiktaş,Levazım,140000,460000
1,10-20 arası,7,3+1,174,Esenyurt,Zafer,0,490000
26-30 arası,8,4,3+1,100,Kadıköy,Feneryolu,290000,530000
26-30 arası,8,7,3+1,112,Kadıköy,19 Mayıs,0,350000
26-30 arası,5,2,3+1,110,Bahçelievler,Siyavuşpaşa,180000,225000
16-20 arası,4,2,3+1,135,Beykoz,Anadolu Hisarı,145000,365000
40 ve üzeri,6,1,3+1,120,Beşiktaş,Nisbetiye,0,525000
16-20 arası,7,5,2+1,135,Beylikdüzü,Cumhuriyet,75000,125000
1,8,3,2+1,90,Başakşehir,Kayabaşı,0,145000
26-30 arası,5,2,3+1,130,Sarıyer,Ferahevler,115000,365000
0,1,5,3+1,100,Esenler,Birlik,0,260000
36-40 arası,4,3,2+1,120,Beşiktaş,Dikilitaş,280000,280000
26-30 arası,5,2,3+1,100,Bakırköy,Zuhuratbaba,435000,760000
21-25 arası,10-20 arası,3,3+1,110,Kadıköy,Kozyatağı,160000,190000
36-40 arası,3,1,3+1,125,Kadıköy,Fenerbahçe,760000,760000
6-10 arası,10-20 arası,14,4+1,177,Başakşehir,Kayabaşı,195000,265000
31-35 arası,5,2,3+1,120,Beşiktaş,Yıldız,0,370000
31-35 arası,5,2,3+1,115,Bahçelievler,Bahçelievler,300000,375000
31-35 arası,5,2,3+1,111,Kadıköy,Caferağa,310000,390000
36-40 arası,5,2,3+1,120,Beşiktaş,Akat,0,720000
26-30 arası,4,3,2+1,80,Ataşehir,Atatürk,320000,400000
31-35 arası,6,4,3+1,115,Kadıköy,Göztepe,0,240000
26-30 arası,8,4,3+1,100,Kadıköy,Feneryolu,140000,175000
0,5,5,4+2,190,Bahçelievler,Kocasinan Merkez,0,295000
36-40 arası,4,1,3+1,105,Kadıköy,Bostancı,310000,390000
26-30 arası,5,3,3+1,130,Beşiktaş,Nisbetiye,0,640000
36-40 arası,6,1,2+1,85,Şişli,Merkez,80000,520000
26-30 arası,10-20 arası,8,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,595000,595000
21-25 arası,5,3,3+1,100,Ataşehir,Fetih,0,215000
1,10-20 arası,6,3+1,160,Başakşehir,Kayabaşı,0,360000
21-25 arası,10-20 arası,7,4+1,145,Kadıköy,Erenköy,1170000,1170000
26-30 arası,8,4,3+1,100,Kadıköy,Feneryolu,105000,530000
40 ve üzeri,6,1,3+1,120,Beşiktaş,Nisbetiye,680000,1460000
1,10-20 arası,8,3+1,160,Başakşehir,Kayabaşı,425000,750000
21-25 arası,10-20 arası,14,3+1,105,Kadıköy,Sahrayı Cedit,0,235000
21-25 arası,10-20 arası,3,3+1,180,Başakşehir,Bahçeşehir 2. Kısım,320000,575000
0,10-20 arası,3,2+1,80,Eyüpsultan,Silahtarağa,105000,130000
0,3,1,3+1,130,Maltepe,Altıntepe,0,285000
0,10-20 arası,6,2+1,94,Gaziosmanpaşa,Fevzi Çakmak,0,205000
26-30 arası,4,1,2+1,100,Kadıköy,Osmanağa,320000,400000
31-35 arası,5,3,2+1,90,Şişli,Esentepe,0,520000
21-25 arası,5,4,2+1,80,Bahçelievler,Siyavuşpaşa,40000,115000
11-15 arası,10,6,3+1,128,Kartal,Uğur Mumcu,315000,315000
31-35 arası,6,Bahçe katı,3+1,130,Beşiktaş,Gayrettepe,0,490000
26-30 arası,5,3,3+1,130,Beşiktaş,Nisbetiye,675000,845000
0,7,5,4+2,150,Kağıthane,Çağlayan,0,210000
0,10,1,2+1,85,Eyüpsultan,Güzeltepe,0,180000
26-30 arası,6,4,4+1,120,Kadıköy,Suadiye,1255000,1570000
21-25 arası,4,4,3+1,90,Maltepe,Feyzullah,95000,170000
21-25 arası,10-20 arası,3,3+1,135,Başakşehir,Bahçeşehir 2. Kısım,130000,190000
21-25 arası,10-20 arası,1,3+1,100,Kadıköy,Sahrayı Cedit,165000,185000
0,8,7,2+1,80,Kadıköy,Kozyatağı,0,235000
26-30 arası,10-20 arası,8,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,0,325000
0,10-20 arası,3,2+1,80,Eyüpsultan,Silahtarağa,0,155000
0,6,3,2+1,90,Sancaktepe,Abdurrahmangazi,210000,700000
21-25 arası,5,1,3+1,110,Bahçelievler,Yenibosna Merkez,0,130000
31-35 arası,10-20 arası,12,3+1,120,Kadıköy,Erenköy,245000,305000
21-25 arası,9,5,3+1,94,Maltepe,Feyzullah,220000,275000
11-15 arası,9,4,3+1,125,Kartal,Uğur Mumcu,145000,180000
26-30 arası,5,Bahçe katı,2+1,95,Bakırköy,Yeşilköy,0,345000
31-35 arası,10,5,3+1,155,Beşiktaş,Ulus,0,605000
21-25 arası,5,4,3+1,110,Üsküdar,Acıbadem,140000,610000
0,10-20 arası,7,3+1,110,Bağcılar,Mahmutbey,0,355000
16-20 arası,5,5,3+1,120,Bakırköy,Ataköy 7-8-9-10. Kısım,180000,560000
21-25 arası,4,2,3+1,90,Kadıköy,Osmanağa,420000,525000
21-25 arası,5,1,3+1,110,Maltepe,Zümrütevler,260000,325000
1,8,Bahçe katı,4+1,191,Başakşehir,Kayabaşı,515000,645000
16-20 arası,5,5,3+1,200,Beylikdüzü,Marmara,0,280000
31-35 arası,3,3,2+1,105,Maltepe,Feyzullah,365000,455000
0,6,3,2+1,90,Sancaktepe,Abdurrahmangazi,0,345000
11-15 arası,5,Bahçe katı,3+1,200,Sarıyer,Zekeriyaköy,0,460000
26-30 arası,10,5,3+1,145,Kadıköy,Kozyatağı,0,290000
26-30 arası,3,3,3+1,125,Bahçelievler,Bahçelievler,375000,375000
31-35 arası,4,3,2+1,95,Kadıköy,Suadiye,430000,540000
31-35 arası,3,3,2+1,105,Maltepe,Feyzullah,0,220000
1,10,3,3+1,120,Tuzla,Aydınlı,65000,135000
21-25 arası,4,2,4+1,160,Kadıköy,Acıbadem,260000,510000
0,10-20 arası,12,2+1,95,Bağcılar,Göztepe,0,160000
0,5,5,2+1,100,Bahçelievler,Kocasinan Merkez,0,470000
31-35 arası,4,2,3+1,122,Kadıköy,Suadiye,0,250000
21-25 arası,10,Bahçe katı,3+1,125,Başakşehir,Bahçeşehir 1. Kısım,0,205000
31-35 arası,6,6,2+1,90,Şişli,Merkez,0,195000
31-35 arası,4,2,2+1,90,Şişli,Bozkurt,245000,305000
26-30 arası,6,3,4+1,160,Beşiktaş,Ulus,180000,510000
31-35 arası,3,3,2+1,105,Maltepe,Feyzullah,95000,150000
0,10-20 arası,4,2+1,82,Başakşehir,Bahçeşehir 2. Kısım,0,125000
26-30 arası,4,Bahçe katı,3+1,95,Beşiktaş,Balmumcu,425000,425000
0,10-20 arası,7,2+1,100,Bağcılar,Güneşli,265000,430000
26-30 arası,9,4,3+1,110,Kadıköy,Merdivenköy,170000,210000
31-35 arası,7,Kot 4,3+1,90,Üsküdar,Acıbadem,0,205000
11-15 arası,5,1,2+1,100,Maltepe,Zümrütevler,320000,320000
2,10-20 arası,8,3+1,169,Başakşehir,Bahçeşehir 2. Kısım,215000,320000
21-25 arası,10,4,3+1,133,Kadıköy,Feneryolu,355000,445000
1,6,1,3+1,126,Sancaktepe,Abdurrahmangazi,245000,430000
16-20 arası,5,1,2+1,92,Büyükçekmece,Sinanoba,0,105000
21-25 arası,5,1,3+1,160,Beşiktaş,Ulus,0,810000
21-25 arası,10-20 arası,14,3+1,105,Kadıköy,Sahrayı Cedit,100000,180000
21-25 arası,4,3,3+1,120,Üsküdar,Kısıklı,510000,510000
21-25 arası,8,7,3+1,112,Kadıköy,19 Mayıs,85000,295000
21-25 arası,4,1,3+1,110,Maltepe,İdealtepe,0,195000
11-15 arası,9,4,3+1,125,Kartal,Uğur Mumcu,100000,105000
21-25 arası,10-20 arası,5,3+1,120,Kadıköy,Kozyatağı,190000,200000
0,10-20 arası,12,3+1,150,Arnavutköy,Hadımköy,195000,245000
0,7,1,2+1,85,Kağıthane,Çağlayan,0,170000
31-35 arası,5,3,3+1,95,Beşiktaş,Etiler,0,945000
31-35 arası,5,3,3+1,130,Bakırköy,Zuhuratbaba,0,280000
26-30 arası,10,Giriş Katı,3+1,110,Kadıköy,Göztepe,0,280000
31-35 arası,5,3,3+1,105,Bakırköy,Zuhuratbaba,0,275000
21-25 arası,10-20 arası,1,3+1,80,Kadıköy,Kozyatağı,0,250000
26-30 arası,8,4,3+1,110,Kadıköy,Bostancı,0,250000
0,20 ve üzeri,7,1+1,81,Küçükçekmece,Atakent,130000,180000
0,10-20 arası,6,2+1,94,Gaziosmanpaşa,Fevzi Çakmak,135000,185000
11-15 arası,9,Yüksek Giriş,3+1,110,Küçükçekmece,Atakent,185000,230000
11-15 arası,10,6,3+1,128,Kartal,Uğur Mumcu,0,145000
26-30 arası,7,1,2+1,110,Şişli,Cumhuriyet,355000,355000
36-40 arası,4,4,3+1,82,Üsküdar,Selimiye,365000,165000
26-30 arası,8,4,3+1,115,Kadıköy,Erenköy,260000,260000
36-40 arası,4,4,3+1,82,Üsküdar,Selimiye,70000,165000
21-25 arası,3,Yüksek Giriş,2+1,90,Sarıyer,Yeniköy,980000,1225000
26-30 arası,10,Giriş Katı,3+1,110,Kadıköy,Göztepe,0,255000
21-25 arası,5,4,3+1,130,Avcılar,Merkez,195000,195000
26-30 arası,7,1,3+1,105,Kadıköy,Caferağa,185000,445000
40 ve üzeri,6,5,3+1,105,Kadıköy,Erenköy,105000,215000
21-25 arası,7,1,3+1,128,Kadıköy,Erenköy,0,270000
31-35 arası,7,6,2+1,100,Şişli,Meşrutiyet,725000,725000
21-25 arası,5,5,3+1,137,Kadıköy,Zühtüpaşa,400000,500000
31-35 arası,5,3,2+1,80,Kadıköy,Caferağa,0,190000
16-20 arası,5,5,3+1,150,Başakşehir,Bahçeşehir 2. Kısım,80000,320000
21-25 arası,5,5,3+1,175,Kadıköy,Feneryolu,135000,295000
26-30 arası,10-20 arası,7,3+1,115,Bakırköy,Ataköy 2-5-6. Kısım,430000,540000
21-25 arası,6,5,3+1,95,Kadıköy,Erenköy,245000,245000
21-25 arası,5,1,3+1,160,Beşiktaş,Ulus,0,715000
26-30 arası,10-20 arası,7,2+1,85,Bakırköy,Ataköy 7-8-9-10. Kısım,500000,625000
26-30 arası,1,3,3+1,110,Maltepe,Küçükyalı,0,200000
0,10-20 arası,6,4+1,177,Beylikdüzü,Kavaklı,85000,285000
31-35 arası,10-20 arası,14,3+1,90,Kadıköy,Sahrayı Cedit,200000,250000
6-10 arası,10,1,3+1,155,Zeytinburnu,Merkezefendi,785000,785000
21-25 arası,10,8,3+1,120,Kadıköy,Sahrayı Cedit,185000,245000
16-20 arası,9,7,3+1,148,Büyükçekmece,Ekinoba,0,165000
11-15 arası,7,4,3+1,125,Beylikdüzü,Cumhuriyet,0,190000
2,20 ve üzeri,12,4+1,160,Gaziosmanpaşa,Karadeniz,485000,485000
31-35 arası,4,3,2+1,107,Bakırköy,Kartaltepe,260000,260000
11-15 arası,10,6,3+1,128,Kartal,Uğur Mumcu,70000,115000
16-20 arası,4,4,3+1,148,Büyükçekmece,Sinanoba,0,210000
21-25 arası,5,3,3+1,110,Bahçelievler,Siyavuşpaşa,135000,140000
26-30 arası,10-20 arası,6,3+1,140,Beşiktaş,Dikilitaş,0,470000
21-25 arası,5,Çatı Katı,4+1,200,Sarıyer,Tarabya,340000,595000
0,8,8,2+1,80,Gaziosmanpaşa,Bağlarbaşı,285000,285000
31-35 arası,8,7,3+1,100,Kadıköy,19 Mayıs,0,205000
21-25 arası,3,Yüksek Giriş,2+1,90,Sarıyer,Yeniköy,0,705000
26-30 arası,10-20 arası,2,3+1,115,Bakırköy,Ataköy 7-8-9-10. Kısım,395000,395000
6-10 arası,10,1,3+1,155,Zeytinburnu,Merkezefendi,975000,1220000
26-30 arası,2,2,3+1,170,Bakırköy,Kartaltepe,925000,925000
21-25 arası,10,1,3+1,120,Kartal,Yakacık Yeni,0,185000
26-30 arası,9,6,3+1,110,Kadıköy,Erenköy,0,345000
21-25 arası,7,7,3+1,115,Bahçelievler,Bahçelievler,175000,250000
21-25 arası,7,7,3+1,115,Bahçelievler,Bahçelievler,0,365000
6-10 arası,10,8,4+1,145,Başakşehir,Bahçeşehir 1. Kısım,220000,275000
26-30 arası,6,Bahçe katı,2+1,85,Beşiktaş,Etiler,770000,770000
21-25 arası,5,5,5+1,180,Sarıyer,Darüşşafaka,230000,330000
21-25 arası,5,Yüksek Giriş,3+1,124,Beşiktaş,Ulus,235000,530000
21-25 arası,4,1,2+1,95,Üsküdar,Acıbadem,350000,870000
5,5,Kot 4,3+1,150,Maltepe,Altıntepe,0,140000
31-35 arası,8,7,3+1,115,Şişli,Esentepe,180000,445000
21-25 arası,4,3,3+1,90,Bahçelievler,Çobançeşme,0,140000
21-25 arası,9,Kot 1,2+1,85,Büyükçekmece,Mimaroba,50000,120000
36-40 arası,5,3,3+1,120,Beşiktaş,Yıldız,0,450000
16-20 arası,5,Bahçe katı,2+1,100,Ataşehir,Fetih,0,185000
16-20 arası,10-20 arası,2,3+1,118,Kadıköy,19 Mayıs,645000,645000
0,3,2,2+1,95,Bağcılar,Kirazlı,0,150000
21-25 arası,9,Kot 1,2+1,85,Büyükçekmece,Mimaroba,0,175000
26-30 arası,10-20 arası,8,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,575000,720000
1,5,3,2+1,100,Esenyurt,Cumhuriyet,80000,115000
16-20 arası,10-20 arası,4,3+1,95,Küçükçekmece,Atakent,0,430000
2,20 ve üzeri,13,3+1,140,Gaziosmanpaşa,Karadeniz,195000,345000
11-15 arası,9,4,3+1,125,Kartal,Uğur Mumcu,120000,120000
26-30 arası,10-20 arası,8,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,0,400000
21-25 arası,10-20 arası,7,4+1,145,Kadıköy,Erenköy,520000,650000
26-30 arası,4,3,3+1,120,Bakırköy,Zuhuratbaba,0,315000
21-25 arası,10,8,3+1,120,Kadıköy,Sahrayı Cedit,0,350000
26-30 arası,4,1,2+1,100,Kadıköy,Osmanağa,315000,395000
31-35 arası,3,Yüksek Giriş,2+1,80,Kadıköy,Caddebostan,0,320000
26-30 arası,2,2,3+1,170,Bakırköy,Kartaltepe,0,365000
0,20 ve üzeri,13,4+1,182,Başakşehir,Kayabaşı,1070000,1070000
1,10-20 arası,2,1+1,120,Gaziosmanpaşa,Karadeniz,265000,330000
21-25 arası,10-20 arası,13,4+1,155,Kadıköy,Feneryolu,700000,700000
26-30 arası,2,2,3+1,170,Bakırköy,Kartaltepe,0,440000
21-25 arası,10-20 arası,Yüksek Giriş,3+1,95,Küçükçekmece,Atakent,130000,160000
1,10,7,2+1,110,Eyüpsultan,Alibeyköy,160000,160000
16-20 arası,10-20 arası,3,3+1,125,Beylikdüzü,Barış,90000,125000
11-15 arası,5,1,2+1,100,Maltepe,Zümrütevler,40000,415000
16-20 arası,20 ve üzeri,2,3+1,135,Başakşehir,Bahçeşehir 2. Kısım,645000,645000
26-30 arası,8,1,3+1,100,Kadıköy,Merdivenköy,0,200000
31-35 arası,7,7,3+1,110,Kadıköy,Sahrayı Cedit,325000,405000
36-40 arası,7,4,3+1,125,Fatih,Haseki Sultan,560000,700000
5,10-20 arası,12,3+1,147,Başakşehir,Kayabaşı,0,235000
26-30 arası,7,Yüksek Giriş,2+1,90,Kadıköy,Caddebostan,0,215000
26-30 arası,10-20 arası,2,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,300000,365000
4,10-20 arası,6,2+1,110,Gaziosmanpaşa,Yıldıztabya,195000,245000
31-35 arası,7,7,3+1,110,Kadıköy,Sahrayı Cedit,0,220000
16-20 arası,8,1,3+1,110,Kadıköy,Feneryolu,445000,555000
40 ve üzeri,4,Bahçe katı,2+1,80,Kadıköy,Göztepe,0,180000
31-35 arası,8,7,3+1,100,Kadıköy,19 Mayıs,135000,205000
2,20 ve üzeri,2,1+1,90,Gaziosmanpaşa,Karadeniz,425000,425000
26-30 arası,5,Yüksek Giriş,3+1,115,Bahçelievler,Bahçelievler,0,335000
0,20 ve üzeri,2,4+1,154,Başakşehir,Kayabaşı,0,460000
21-25 arası,5,5,3+1,110,Maltepe,Küçükyalı,0,170000
26-30 arası,6,3,3+1,98,Bakırköy,Ataköy 2-5-6. Kısım,775000,775000
26-30 arası,10-20 arası,8,2+1,105,Bakırköy,Ataköy 7-8-9-10. Kısım,135000,295000
4,20 ve üzeri,2,3+1,146,Başakşehir,İkitelli OSB,250000,445000
1,4,2,2+1,85,Kadıköy,Bostancı,0,180000
16-20 arası,6,3,3+1,110,Maltepe,Altıntepe,205000,515000
0,20 ve üzeri,2,4+1,182,Başakşehir,Kayabaşı,0,525000
0,20 ve üzeri,2,4+1,154,Başakşehir,Kayabaşı,0,395000
26-30 arası,9,8,3+1,122,Kadıköy,Fenerbahçe,910000,910000
3,20 ve üzeri,2,3+1,140,Beylikdüzü,Cumhuriyet,0,180000
26-30 arası,10-20 arası,12,3+1,118,Zeytinburnu,Merkezefendi,290000,680000
16-20 arası,6,3,3+1,155,Büyükçekmece,Mimaroba,0,155000
21-25 arası,4,3,3+1,120,Bahçelievler,Bahçelievler,0,455000
21-25 arası,9,3,3+1,120,Kadıköy,Göztepe,0,265000
21-25 arası,5,5,5+1,180,Sarıyer,Darüşşafaka,0,495000
6-10 arası,10-20 arası,7,3+1,128,Maltepe,Başıbüyük,0,340000
31-35 arası,7,Yüksek Giriş,3+1,155,Şişli,Teşvikiye,0,530000
31-35 arası,6,6,2+1,90,Şişli,Merkez,335000,335000
21-25 arası,10-20 arası,14,3+1,180,Kadıköy,Sahrayı Cedit,990000,1300000
26-30 arası,5,Kot 3,3+1,150,Bakırköy,Zuhuratbaba,0,300000
21-25 arası,10,3,3+1,110,Bahçelievler,Bahçelievler,0,315000
21-25 arası,5,4,2+1,80,Bahçelievler,Siyavuşpaşa,30000,115000
1,10,7,2+1,90,Pendik,Velibaba,20000,105000
16-20 arası,10-20 arası,12,3+1,136,Beylikdüzü,Cumhuriyet,115000,630000
36-40 arası,5,4,3+1,100,Şişli,Fulya,90000,230000
4,10-20 arası,8,3+1,168,Beylikdüzü,Marmara,230000,285000
26-30 arası,8,4,3+1,100,Kadıköy,Feneryolu,325000,175000
16-20 arası,7,3,2+1,100,Büyükçekmece,Mimaroba,150000,190000
21-25 arası,9,7,3+1,120,Kadıköy,19 Mayıs,700000,700000
26-30 arası,10-20 arası,2,2+1,85,Bakırköy,Ataköy 7-8-9-10. Kısım,0,285000
0,10-20 arası,12,3+1,110,Kadıköy,Suadiye,1580000,1825000
21-25 arası,4,3,3+1,120,Üsküdar,Kısıklı,0,200000
21-25 arası,5,4,3+1,120,Üsküdar,Acıbadem,0,245000
0,5,5,4+2,190,Bahçelievler,Kocasinan Merkez,635000,670000
11-15 arası,5,Bahçe katı,3+1,200,Sarıyer,Zekeriyaköy,0,575000
16-20 arası,10-20 arası,7,3+1,150,Başakşehir,Bahçeşehir 1. Kısım,275000,345000
4,10-20 arası,4,2+1,100,Sultangazi,Cebeci,0,160000
31-35 arası,4,3,2+1,85,Kartal,Kordonboyu,45000,150000
16-20 arası,5,Bahçe katı,3+1,90,Beşiktaş,Kuruçeşme,990000,990000
21-25 arası,8,Yüksek Giriş,3+1,90,Kadıköy,Kozyatağı,0,200000
16-20 arası,8,1,3+1,110,Kadıköy,Feneryolu,235000,295000
6-10 arası,10-20 arası,8,4+1,145,Başakşehir,Bahçeşehir 1. Kısım,0,245000
1,10-20 arası,6,2+1,95,Gaziosmanpaşa,Fevzi Çakmak,190000,190000
26-30 arası,10,2,3+1,120,Kadıköy,19 Mayıs,235000,295000
26-30 arası,10,2,3+1,120,Kadıköy,Fenerbahçe,245000,1100000
26-30 arası,2,2,3+1,170,Bakırköy,Kartaltepe,0,315000
36-40 arası,10,2,2+1,85,Beşiktaş,Kültür,1625000,580000
26-30 arası,10,6,3+1,110,Maltepe,Feyzullah,0,195000
26-30 arası,8,4,3+1,110,Kadıköy,Bostancı,250000,310000
6-10 arası,10,2,3+1,170,Esenyurt,Koza,80000,250000
21-25 arası,5,5,3+1,110,Maltepe,Küçükyalı,350000,440000
21-25 arası,10-20 arası,6,2+1,112,Başakşehir,Bahçeşehir 2. Kısım,100000,440000
31-35 arası,4,1,4+1,150,Kadıköy,Feneryolu,0,560000
16-20 arası,5,Bahçe katı,2+1,90,Bakırköy,Kartaltepe,65000,130000
4,9,Bahçe katı,2+1,117,Pendik,Harmandere,0,255000
31-35 arası,6,2,3+1,120,Kadıköy,Göztepe,0,235000
4,20 ve üzeri,6,3+1,140,Gaziosmanpaşa,Yıldıztabya,215000,700000
21-25 arası,10,3,3+1,110,Bahçelievler,Bahçelievler,50000,215000
26-30 arası,5,5,2+1,85,Kadıköy,Koşuyolu,460000,575000
26-30 arası,8,4,3+1,110,Kadıköy,Bostancı,285000,355000
16-20 arası,6,3,3+1,155,Büyükçekmece,Mimaroba,90000,135000
31-35 arası,10,4,3+1,120,Kadıköy,Merdivenköy,0,260000
26-30 arası,5,5,2+1,85,Kadıköy,Koşuyolu,465000,580000
16-20 arası,10,4,3+1,120,Kartal,Uğur Mumcu,0,175000
6-10 arası,10-20 arası,8,3+1,120,Başakşehir,Bahçeşehir 2. Kısım,285000,355000
26-30 arası,5,5,2+1,85,Kadıköy,Koşuyolu,300000,300000
40 ve üzeri,5,Kot 1,2+1,90,Şişli,Teşvikiye,70000,215000
0,10,6,3+1,137,Beylikdüzü,Barış,0,950000
31-35 arası,7,7,3+1,110,Kadıköy,Sahrayı Cedit,240000,300000
1,10,7,2+1,110,Eyüpsultan,Alibeyköy,0,105000
16-20 arası,4,3,3+1,140,Güngören,Mehmet Nesih Özmen,0,520000
21-25 arası,7,7,3+1,120,Bahçelievler,Bahçelievler,75000,245000
26-30 arası,6,Bahçe katı,2+1,85,Beşiktaş,Etiler,0,470000
11-15 arası,10-20 arası,8,3+1,180,Beylikdüzü,Adnan Kahveci,0,185000
21-25 arası,4,2,3+1,110,Kadıköy,Göztepe,195000,800000
11-15 arası,1,1,2+1,80,Sultanbeyli,Ahmet Yesevi,260000,325000
21-25 arası,3,3,3+1,130,Bayrampaşa,Terazidere,90000,120000
21-25 arası,3,3,3+1,95,Pendik,Esenyalı,105000,175000
21-25 arası,3,3,2+1,100,Adalar,Kınalıada,0,290000
26-30 arası,2,Yüksek Giriş,3+1,90,Zeytinburnu,Yeşiltepe,90000,115000
21-25 arası,3,1,3+1,120,Fatih,Koca Mustafapaşa,495000,495000
11-15 arası,1,1,2+1,80,Sultanbeyli,Ahmet Yesevi,235000,295000
11-15 arası,1,1,2+1,80,Sultanbeyli,Ahmet Yesevi,205000,255000
0,10,10,3+1,135,Kağıthane,Harmantepe,0,170000
1,20 ve üzeri,10,3+1,96,Kadıköy,Erenköy,450000,450000
1,4,Giriş Katı,2+1,80,Kağıthane,Çeliktepe,295000,370000
0,10-20 arası,10,4+1,125,Kadıköy,Kozyatağı,180000,315000
0,10-20 arası,10,4+1,125,Kadıköy,19 Mayıs,0,370000
4,10-20 arası,7,3+1,120,Küçükçekmece,Atakent,555000,695000
1,6,4,2+1,98,Arnavutköy,Mustafa Kemal Paşa,325000,405000
0,10-20 arası,10,4+1,120,Kadıköy,19 Mayıs,0,395000
3,7,1,3+1,110,Kağıthane,Hamidiye,165000,190000
0,4,3,3+1,120,Kağıthane,Çeliktepe,275000,345000
0,4,3,3+1,120,Kağıthane,Çeliktepe,0,230000
5,7,6,4+1,170,Sancaktepe,Kemal Türkler,320000,400000
6-10 arası,4,2,3+1,150,Eyüpsultan,Göktürk Merkez,210000,1150000
